City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Zeya,RU,53.75,127.2667,50.13,97,81,4.47,broken clouds
455,Bassano,CA,50.7834,-112.4685,68.65,35,32,9.01,scattered clouds
456,Olhão,PT,37.0286,-7.8411,79.29,73,0,11.5,clear sky
457,Ballina,AU,-28.8667,153.5667,49.78,86,46,11.59,light rain
458,Casian,PH,11.035,119.7136,82.49,71,75,3.69,broken clouds
459,Ntcheu,MW,-14.8203,34.6359,65.73,40,0,2.19,clear sky
460,Drayton Valley,CA,53.2168,-114.9854,64.0,64,0,8.75,clear sky
461,Opuwo,NA,-18.0607,13.84,77.49,14,0,8.23,clear sky
462,Morant Bay,JM,17.8815,-76.4093,93.7,69,28,13.27,scattered clouds
463,Kānkon,IN,15.0167,74.0167,79.02,86,100,18.61,overcast clouds
464,Saint-Raymond,CA,45.467,-73.6095,64.42,86,100,10.36,overcast clouds
465,Nerchinskiy Zavod,RU,51.3088,119.61,55.8,64,100,8.88,light rain
466,Khalkhāl,IR,37.6189,48.5258,58.86,88,44,6.8,scattered clouds
467,Bacolod City,PH,10.6667,122.95,76.08,86,98,3.11,overcast clouds
468,Roswell,US,34.0232,-84.3616,86.86,78,20,9.22,few clouds
469,Troitsko-Pechorsk,RU,62.7084,56.1964,63.52,49,79,6.89,broken clouds
470,Sterling,US,39.0062,-77.4286,96.53,57,40,8.01,scattered clouds
471,Emerald,AU,-23.5333,148.1667,47.34,65,0,11.23,clear sky
472,Władysławowo,PL,54.7909,18.4009,71.94,65,2,7.72,clear sky
473,Sibolga,ID,1.7427,98.7792,76.53,88,38,2.73,scattered clouds
474,Berlevåg,NO,70.8578,29.0864,57.15,82,100,9.22,overcast clouds
475,Lethem,GY,3.3803,-59.7968,90.32,52,81,2.59,broken clouds
476,Monte Patria,CL,-30.6919,-70.9467,76.03,9,2,3.13,clear sky
477,Cabo San Lucas,MX,22.8909,-109.9124,94.6,71,20,7.0,few clouds
478,Senneterre,CA,48.3835,-77.2328,71.92,45,0,2.19,clear sky
479,Gizo Government Station,SB,-8.103,156.8419,81.25,76,69,5.48,light rain
480,La Ronge,CA,55.1001,-105.2842,59.2,70,73,10.33,broken clouds
481,Corrientes,AR,-27.4806,-58.8341,62.02,61,99,7.0,overcast clouds
482,Pampierstad,ZA,-27.7832,24.6877,61.25,29,0,8.43,clear sky
483,Shestakovo,RU,56.4915,103.96,50.68,83,58,2.48,broken clouds
484,Ginir,ET,7.1333,40.7,62.4,68,100,5.99,light rain
485,Avera,US,33.194,-82.5271,89.11,46,11,7.38,few clouds
486,Kānor,IN,24.4333,74.2667,80.04,81,96,7.07,overcast clouds
487,Nelson Bay,AU,-32.7167,152.15,53.01,95,55,14.5,broken clouds
488,Wonthaggi,AU,-38.6044,145.5913,43.0,85,13,6.89,few clouds
489,Victor Harbor,AU,-35.5667,138.6167,52.68,74,100,12.68,overcast clouds
490,Hadejia,NG,12.4498,10.0444,90.5,41,8,2.33,clear sky
491,Manzhouli,CN,49.6,117.4333,53.87,58,3,9.6,clear sky
492,Chapais,CA,49.7834,-74.8492,70.75,41,0,2.26,clear sky
493,Pisco,PE,-13.7,-76.2167,61.02,82,100,4.61,overcast clouds
494,Karla,EE,59.3723,24.9275,69.51,54,0,5.75,clear sky
495,Acaraú,BR,-2.8856,-40.12,87.44,56,2,18.81,clear sky
496,Talnakh,RU,69.4865,88.3972,52.21,90,45,3.42,scattered clouds
497,Gamba,GA,-2.65,10.0,72.59,79,5,8.37,clear sky
498,Kavaratti,IN,10.5669,72.642,80.71,84,90,20.96,overcast clouds
499,San Jerónimo,PE,-11.9472,-75.2829,60.08,42,81,2.1,broken clouds
500,Oranjemund,NA,-28.55,16.4333,55.92,90,1,5.53,clear sky
501,Greven,DE,52.0936,7.594,85.03,41,0,11.5,clear sky
502,Port Blair,IN,11.6667,92.75,81.19,83,100,15.21,overcast clouds
503,Golden,US,39.7555,-105.2211,86.97,39,20,5.75,few clouds
504,Richards Bay,ZA,-28.783,32.0377,65.16,80,25,4.43,scattered clouds
505,Kattivākkam,IN,13.2167,80.3167,90.07,62,99,16.93,overcast clouds
506,Keelung,TW,25.1283,121.7419,85.12,83,2,1.12,clear sky
507,Olenino,RU,56.2092,33.4889,62.17,71,96,4.99,overcast clouds
508,Shangrao,CN,28.4532,117.9686,83.32,66,100,3.38,overcast clouds
509,Constantine,DZ,36.365,6.6147,90.81,23,20,12.66,few clouds
510,Alta Floresta,BR,-9.8756,-56.0861,99.03,23,30,5.06,scattered clouds
511,Faya,SA,18.3851,42.4509,64.92,68,98,6.91,overcast clouds
512,Collie,AU,-33.3667,116.15,41.43,94,31,4.34,scattered clouds
513,Oktyabr'skoye,RU,43.0645,44.7417,68.14,82,40,6.71,scattered clouds
514,Dembī Dolo,ET,8.5333,34.8,59.31,97,100,1.12,light rain
515,Boende,CD,-0.2167,20.8667,84.36,48,57,0.16,broken clouds
516,Verkh-Usugli,RU,52.7,115.1667,47.86,76,63,5.08,broken clouds
517,Chesma,RU,53.8111,60.6533,64.99,72,2,6.24,clear sky
518,Ibrā’,OM,22.6906,58.5334,93.13,40,90,12.66,overcast clouds
519,Amarpur,IN,25.0333,86.9,82.87,73,7,19.91,clear sky
520,Batemans Bay,AU,-35.7167,150.1833,42.82,90,9,4.94,clear sky
521,Kamina,CD,-8.7386,24.9906,74.3,24,1,6.17,clear sky
522,Ylivieska,FI,64.0833,24.55,66.31,66,98,4.12,overcast clouds
523,Zyryanka,RU,65.75,150.85,62.76,72,6,7.34,clear sky
524,Forestville,US,38.8451,-76.875,96.57,56,20,6.91,few clouds
525,Esqueda,MX,30.7167,-109.5833,78.6,48,51,3.56,broken clouds
526,Grafton,US,42.207,-71.6856,95.86,43,20,12.66,few clouds
527,Hofn,IS,64.2539,-15.2082,52.32,93,94,22.59,overcast clouds
528,Freeport,US,40.6576,-73.5832,98.58,53,0,18.41,clear sky
529,Verkhotur'ye,RU,58.8627,60.8054,64.94,96,92,6.2,light rain
530,Hokitika,NZ,-42.7167,170.9667,36.99,69,7,5.73,clear sky
531,Salta,AR,-24.7859,-65.4117,55.58,59,40,3.44,scattered clouds
532,Korla,CN,41.7597,86.1469,91.09,20,5,6.11,clear sky
533,Yerbogachën,RU,61.2767,108.0108,49.87,83,79,2.44,broken clouds
534,Bartica,GY,6.4,-58.6167,82.72,61,86,1.79,overcast clouds
535,Colares,PT,38.7992,-9.4469,85.19,60,20,10.36,few clouds
536,Thohoyandou,ZA,-22.9456,30.485,64.87,51,0,3.85,clear sky
537,Ta Khmau,KH,11.4833,104.95,80.65,83,40,5.75,scattered clouds
538,Muzhi,RU,65.3667,64.6667,60.49,57,97,7.45,overcast clouds
539,Yinchuan,CN,38.4681,106.2731,76.15,64,86,8.72,overcast clouds
540,Farmington,US,36.7281,-108.2187,83.77,41,0,5.99,clear sky
541,Urengoy,RU,65.9667,78.3667,56.26,67,54,6.87,broken clouds
542,Lyuban',BY,52.7985,28.0048,65.57,57,84,4.05,broken clouds
543,Copiapó,CL,-27.3667,-70.3333,60.49,6,1,3.91,clear sky
544,Penne,IT,42.4538,13.9299,71.65,68,84,1.01,broken clouds
545,Ilulissat,GL,69.2167,-51.1,41.02,93,75,11.5,broken clouds
546,Livingston,GB,55.9029,-3.5226,73.27,53,20,9.22,few clouds
547,Keetmanshoop,NA,-26.5833,18.1333,71.19,10,3,5.48,clear sky
548,Chapada dos Guimarães,BR,-15.4606,-55.7497,65.86,90,100,6.82,overcast clouds
549,Mount Isa,AU,-20.7333,139.5,56.97,33,0,6.91,clear sky
550,Sulangan,PH,11.1373,123.7228,80.76,82,95,10.07,light rain
551,Am Timan,TD,11.0297,20.2827,77.49,82,89,3.33,overcast clouds
552,Matadi,CD,-5.8167,13.45,89.73,34,41,6.33,scattered clouds
553,Beringovskiy,RU,63.05,179.3167,45.37,81,8,11.23,clear sky
554,Atbasar,KZ,51.8,68.3333,61.84,82,82,10.4,broken clouds
555,Kununurra,AU,-15.7667,128.7333,66.18,82,2,0.0,clear sky
556,Camocim,BR,-2.9022,-40.8411,90.75,49,2,13.27,clear sky
557,Las Lomas,PA,8.4333,-82.4,87.21,70,40,3.44,scattered clouds
558,Japura,ID,-0.3167,102.35,75.88,90,67,0.83,broken clouds
559,Brainerd,US,46.358,-94.2008,79.05,47,0,11.5,clear sky
560,Dongsheng,CN,39.8161,109.9776,65.64,78,1,8.19,clear sky
561,Huntsville,US,34.7304,-86.5861,88.16,67,75,9.22,broken clouds
562,Paamiut,GL,61.994,-49.6678,41.9,93,100,12.77,overcast clouds
563,Pangoa,PE,-12.1167,-73.0,85.95,47,23,4.23,few clouds
564,Stokmarknes,NO,68.5646,14.9108,55.38,76,75,4.61,broken clouds
565,Inta,RU,66.0317,60.1659,52.29,65,49,8.3,scattered clouds
566,Samaná,DO,19.2056,-69.3369,84.16,61,72,8.93,broken clouds
567,Half Moon Bay,US,37.4636,-122.4286,74.91,72,75,8.05,broken clouds
568,Kampar,MY,4.3,101.15,74.93,93,56,3.65,broken clouds
569,Kalmunai,LK,7.4167,81.8167,81.25,60,98,2.59,overcast clouds
570,Beyneu,KZ,45.3167,55.2,87.58,21,48,12.24,scattered clouds
571,Saint-Avertin,FR,47.3636,0.7399,90.48,22,0,11.5,clear sky
572,Yangi Marg`ilon,UZ,40.4272,71.7189,84.92,24,10,6.91,clear sky
573,Zonguldak,TR,41.25,31.8333,67.37,78,72,3.2,broken clouds
574,Gijang,KR,35.2442,129.2139,82.13,92,98,12.35,overcast clouds
575,Casselman,CA,45.3168,-75.0826,66.24,82,100,4.61,overcast clouds
576,Ambon City,ID,-3.6954,128.1814,77.23,16,40,4.61,light rain
577,Lugovoy,KZ,42.9472,72.7644,76.08,34,100,7.23,overcast clouds
578,Yanam,IN,16.7333,82.2167,78.31,81,100,9.62,overcast clouds
579,Kawalu,ID,-7.3817,108.2082,71.73,97,85,2.19,light rain
580,Yabrūd,SY,33.9674,36.6574,76.42,31,0,2.26,clear sky
581,Tarakan,ID,3.3,117.6333,80.51,75,97,2.26,overcast clouds
582,Pauini,BR,-7.7136,-66.9764,97.27,33,24,3.96,few clouds
583,Bonham,US,33.5773,-96.1783,94.62,74,40,10.36,scattered clouds
584,Porto Walter,BR,-8.2686,-72.7439,86.23,72,57,3.51,broken clouds
585,Blagoyevo,RU,63.3667,47.9167,59.61,60,95,4.63,overcast clouds
586,Itacarambi,BR,-15.1022,-44.0919,94.5,20,30,5.14,scattered clouds
587,Durban,ZA,-29.8579,31.0292,66.02,88,65,1.99,broken clouds
588,São Gotardo,BR,-19.3111,-46.0489,81.63,28,59,4.88,broken clouds
589,Dhubri,IN,26.0333,89.9667,81.55,81,31,6.82,scattered clouds
590,Mastic Beach,US,40.7668,-72.8521,96.49,71,0,16.11,clear sky
591,Palmares do Sul,BR,-30.2578,-50.5097,55.27,94,100,14.41,moderate rain
592,Araouane,ML,18.9048,-3.5265,108.14,16,66,12.48,broken clouds
593,Lishan,CN,31.8576,113.2951,78.89,88,94,8.23,overcast clouds
594,Ipilan,PH,8.8431,117.9033,79.54,79,80,2.33,broken clouds
595,La Rioja,ES,42.25,-2.5,83.98,28,70,1.9,light rain
596,Port Macquarie,AU,-31.4333,152.9167,46.89,87,57,11.27,broken clouds
597,Lakes Entrance,AU,-37.8811,147.981,42.33,89,7,5.53,clear sky
598,Mitú,CO,1.1983,-70.1733,81.0,85,82,1.39,broken clouds
599,Mikhaylovka,RU,50.06,43.2379,82.71,29,41,5.21,scattered clouds
600,Leshukonskoye,RU,64.8989,45.7622,58.69,66,99,3.49,overcast clouds
601,Yārāda,IN,17.65,83.2667,80.92,83,75,16.11,mist
602,Novyy Svit,UA,47.8059,38.0211,83.21,22,1,8.75,clear sky
603,Måløy,NO,61.9353,5.1136,59.74,63,100,23.4,light rain
604,Ternate,ID,0.8,127.4,80.42,78,97,1.28,overcast clouds
605,Waipawa,NZ,-41.4122,175.5153,42.39,83,99,11.41,overcast clouds
606,Ust-Tsilma,RU,65.441,52.1498,54.54,64,82,4.41,broken clouds
607,Laguna,US,38.421,-121.4238,78.01,62,0,9.22,clear sky
608,Roebourne,AU,-20.7833,117.1333,67.82,29,99,20.24,overcast clouds
609,Bourail,NC,-21.5667,165.4833,61.14,68,0,3.94,clear sky
610,Derzhavīnsk,KZ,51.1,66.3167,64.69,67,31,12.21,scattered clouds
611,Puerto Escondido,MX,15.85,-97.0667,85.03,61,40,6.91,scattered clouds
612,Altamont,US,42.2068,-121.7372,73.4,64,40,0.0,scattered clouds
613,Leh,IN,34.1667,77.5833,69.19,43,98,6.15,overcast clouds
614,Thap Than,TH,15.4606,99.8917,74.59,88,100,4.38,light rain
615,Bulawayo,ZW,-20.15,28.5833,65.46,20,0,8.21,clear sky
616,Wanaka,NZ,-44.7,169.15,20.82,84,12,3.74,few clouds
617,Maryville,US,35.7565,-83.9705,89.67,69,40,6.91,scattered clouds
618,San Luis,AR,-33.295,-66.3356,52.54,46,6,8.88,clear sky
619,Moerai,PF,-22.4333,-151.3333,72.01,72,100,23.69,overcast clouds
620,Along,IN,28.1667,94.7667,77.14,96,58,1.01,broken clouds
621,Tazovsky,RU,67.4667,78.7,52.0,76,19,10.8,few clouds
622,Tahoua,NE,14.8888,5.2692,91.38,46,20,4.61,few clouds
623,Tiznit Province,MA,29.5833,-9.5,73.27,58,0,9.62,clear sky
624,Laas,IT,46.6166,10.7002,77.88,48,29,3.13,scattered clouds
625,Thunder Bay,CA,48.4001,-89.3168,84.11,39,20,17.27,few clouds
626,Baculin,PH,7.4525,126.5842,76.95,86,63,5.1,broken clouds
627,Wadi Maliz,TN,36.4681,8.5495,92.86,29,0,9.98,clear sky
628,Dukat,RU,62.55,155.55,51.37,75,95,5.28,overcast clouds
629,Denpasar,ID,-8.65,115.2167,78.46,94,40,9.22,scattered clouds
630,Tirumullaivāsal,IN,11.2333,79.8333,83.64,58,99,15.28,overcast clouds
631,Berdigestyakh,RU,62.0989,126.6992,56.05,79,99,3.53,overcast clouds
632,Agía Galíni,GR,35.1,24.6833,80.74,60,1,17.0,clear sky
633,Hay River,CA,60.8156,-115.7999,66.18,59,20,10.36,few clouds
634,Slave Lake,CA,55.2834,-114.769,66.18,52,0,3.44,clear sky
635,Gali,GE,42.6265,41.7381,74.17,83,0,1.77,clear sky
636,Williams Lake,CA,52.1415,-122.1445,71.06,47,0,3.44,clear sky
637,Bingöl,TR,38.8847,40.4939,81.75,19,0,4.45,clear sky
638,Hayden,US,47.766,-116.7866,84.49,37,0,12.66,clear sky
639,Abaza,RU,52.655,90.0928,60.89,71,94,0.94,overcast clouds
640,Puerto Palomas,MX,31.7667,-107.6167,82.87,40,90,8.43,overcast clouds
641,Dzhebariki-Khaya,RU,62.2167,135.8,58.73,87,100,3.13,light rain
642,Furano,JP,43.2818,142.4743,64.89,98,100,1.63,moderate rain
643,Tuljāpur,IN,18.0,76.0833,70.66,87,100,20.24,overcast clouds
644,Luga,RU,58.7372,29.8453,62.44,69,98,1.72,overcast clouds
645,Āmlāgora,IN,22.8333,87.3333,79.14,92,100,10.45,moderate rain
646,Altinópolis,BR,-21.0256,-47.3739,70.95,49,100,8.01,overcast clouds
647,Quang Ngai,VN,15.1167,108.8,75.74,89,100,4.36,overcast clouds
648,Vardø,NO,70.3705,31.1107,57.18,82,75,3.44,broken clouds
649,Ugoofaaru,MV,5.6667,73.0,81.19,84,97,11.61,overcast clouds
650,Kahului,US,20.8947,-156.47,80.62,76,40,14.97,scattered clouds
651,Sisimiut,GL,66.9395,-53.6735,40.78,86,100,4.72,overcast clouds
652,San Francisco,US,37.7749,-122.4194,74.66,77,75,10.36,broken clouds
653,Havøysund,NO,70.9963,24.6622,55.63,86,98,26.35,overcast clouds
654,Murindó,CO,6.9848,-76.7544,88.29,61,100,4.83,overcast clouds
655,Antofagasta,CL,-23.65,-70.4,56.48,48,0,11.07,clear sky
656,Port Moresby,PG,-9.4431,147.1797,74.55,87,95,13.4,overcast clouds
657,Nabire,ID,-3.3667,135.4833,75.11,93,100,3.09,overcast clouds
658,Kaeo,NZ,-35.1,173.7833,46.33,96,64,4.68,broken clouds
659,Znamenskoye,RU,57.1281,73.8282,62.2,73,21,4.14,few clouds
660,Kresek,ID,-6.1314,106.3797,82.56,79,13,1.7,few clouds
661,Najrān,SA,17.4924,44.1277,95.65,33,93,4.92,overcast clouds
662,Coahuayana Viejo,MX,18.7333,-103.6833,90.23,54,82,2.37,broken clouds
663,Salinópolis,BR,-0.6136,-47.3561,85.32,65,9,13.29,clear sky
664,Zelenoborsk,RU,61.4669,64.0333,65.52,57,22,5.66,few clouds
665,Zhangjiakou,CN,40.81,114.8794,65.28,84,0,2.24,clear sky
666,Sechura,PE,-5.5569,-80.8222,73.44,59,28,8.16,scattered clouds
667,Jizan,SA,17.3333,42.6667,85.14,70,100,7.61,overcast clouds
668,Warri,NG,5.5167,5.75,79.34,75,100,8.46,overcast clouds
669,Villa María,AR,-32.4075,-63.2402,53.82,68,17,5.3,few clouds
670,Béboto,TD,8.2668,16.939,76.32,89,70,3.71,broken clouds
671,Kumul,CN,42.8,93.45,92.55,19,1,16.6,clear sky
672,Sambava,MG,-14.2667,50.1667,70.43,79,93,15.97,overcast clouds
673,Kabare,CD,-2.4683,28.8242,65.8,54,61,1.19,broken clouds
674,Nuuk,GL,64.1835,-51.7216,43.41,87,75,9.22,broken clouds
675,Olden,NO,61.8364,6.8064,61.54,92,100,9.06,light rain
676,Port Jervis,US,41.3751,-74.6927,94.96,59,53,10.36,broken clouds
677,El Alto,PE,-4.2714,-81.2147,71.26,65,11,15.57,few clouds
678,Kirakira,SB,-10.4544,161.9205,77.74,81,92,3.27,overcast clouds
679,Tecate,MX,32.5667,-116.6333,91.53,36,48,3.29,scattered clouds
680,Togur,RU,58.3631,82.8265,60.46,85,79,3.74,broken clouds
681,Kyzyl-Suu,KG,42.3414,78.0056,63.37,64,3,2.01,clear sky
682,Unaí,BR,-16.3575,-46.9061,91.62,25,22,1.36,few clouds
683,Madimba,TZ,-10.4,40.3333,74.39,71,80,8.99,broken clouds
684,Bosaso,SO,11.2842,49.1816,88.99,57,100,3.67,overcast clouds
685,Talara,PE,-4.5772,-81.2719,74.16,64,0,14.97,clear sky
