City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Surgut,RU,2022-08-03 17:19:45,61.25,73.4167,60.98,72,0,0.0
280,Vila Franca Do Campo,PT,2022-08-03 17:19:46,37.7167,-25.4333,77.41,63,4,7.31
281,Grafton,US,2022-08-03 17:17:36,42.207,-71.6856,90.16,49,0,6.91
282,Tahoua,NE,2022-08-03 17:19:46,14.8888,5.2692,93.18,43,20,6.91
283,Sesimbra,PT,2022-08-03 17:19:47,38.4445,-9.1015,78.46,62,18,19.66
284,Muros,ES,2022-08-03 17:19:47,42.7762,-9.0603,86.16,64,1,15.46
285,Catalina,US,2022-08-03 17:19:48,32.5056,-110.9211,79.65,77,100,7.65
286,Plettenberg Bay,ZA,2022-08-03 17:19:48,-34.0527,23.3716,58.15,88,50,5.14
287,Belaya Gora,RU,2022-08-03 17:19:48,68.5333,146.4167,51.17,71,100,6.89
288,Bryant,US,2022-08-03 17:19:49,34.5959,-92.4891,92.68,67,20,6.58
289,Iralaya,HN,2022-08-03 17:19:49,15.0,-83.2333,84.42,70,100,12.28
290,Ahipara,NZ,2022-08-03 17:19:50,-35.1667,173.1667,52.57,91,70,4.43
291,Bandarbeyla,SO,2022-08-03 17:19:50,9.4942,50.8122,76.62,82,45,32.46
292,Sept-Iles,CA,2022-08-03 17:17:02,50.2001,-66.3821,73.92,69,20,9.22
293,Komsomolskiy,UZ,2022-08-03 17:19:51,40.4272,71.7189,80.02,35,57,6.62
294,Mananjary,MG,2022-08-03 17:19:51,-21.2167,48.3333,67.78,81,97,4.63
295,Hamilton,US,2022-08-03 17:19:17,39.1834,-84.5333,93.25,63,40,12.66
296,Palencia,ES,2022-08-03 17:19:52,42.4167,-4.5,82.31,42,49,27.45
297,Namie,JP,2022-08-03 17:19:52,37.4833,141.0,76.71,94,100,6.35
298,Catemaco,MX,2022-08-03 17:19:52,18.4167,-95.1167,83.61,61,4,3.11
299,Namalenga,TZ,2022-08-03 17:19:53,-10.95,39.1,73.42,58,74,10.71
300,Tilichiki,RU,2022-08-03 17:19:53,60.4667,166.1,48.65,87,7,4.65
301,Caravelas,BR,2022-08-03 17:16:18,-17.7125,-39.2481,77.72,59,13,7.87
302,Gwadar,PK,2022-08-03 17:19:54,25.1216,62.3254,81.77,88,33,11.34
303,Sur,OM,2022-08-03 17:19:55,22.5667,59.5289,88.43,64,8,7.56
304,Meulaboh,ID,2022-08-03 17:19:55,4.1363,96.1285,74.68,92,100,2.13
305,Gat,IL,2022-08-03 17:19:00,31.61,34.7642,84.4,100,5,8.77
306,Honiara,SB,2022-08-03 17:19:56,-9.4333,159.95,76.93,88,5,7.23
307,Nichinan,JP,2022-08-03 17:19:56,31.6,131.3667,78.3,90,30,6.46
308,Klaksvik,FO,2022-08-03 17:19:56,62.2266,-6.589,49.12,81,32,19.39
309,Sambava,MG,2022-08-03 17:19:57,-14.2667,50.1667,70.0,82,10,11.83
310,Ca Mau,VN,2022-08-03 17:19:57,9.1769,105.15,77.25,92,100,3.18
311,Saint-Augustin,CA,2022-08-03 17:19:58,51.226,-58.6502,73.38,46,86,8.16
312,Adrar,MR,2022-08-03 17:19:58,20.5022,-10.0711,104.61,17,24,8.66
313,Dong Hoi,VN,2022-08-03 17:19:59,17.4833,106.6,81.36,81,100,4.32
314,Porto Novo,BJ,2022-08-03 17:19:59,6.4965,2.6036,76.82,70,45,11.56
315,Urumqi,CN,2022-08-03 17:19:59,43.801,87.6005,83.35,26,0,2.24
316,Radcliff,US,2022-08-03 17:20:00,37.8404,-85.9491,91.98,64,20,13.8
317,Hambantota,LK,2022-08-03 17:20:00,6.1241,81.1185,79.16,79,100,24.16
318,Cairns,AU,2022-08-03 17:15:38,-16.9167,145.7667,71.55,88,75,9.22
319,Bara,NG,2022-08-03 17:20:01,10.3744,10.7288,78.53,76,94,7.34
320,Antofagasta,CL,2022-08-03 17:20:02,-23.65,-70.4,60.08,63,23,9.33
321,Igarka,RU,2022-08-03 17:20:02,67.4667,86.5833,52.36,65,30,8.95
322,Auki,SB,2022-08-03 17:20:03,-8.7676,160.7034,75.79,89,12,5.35
323,Baykit,RU,2022-08-03 17:20:03,61.67,96.37,49.91,93,100,3.13
324,Padang,ID,2022-08-03 17:20:04,-0.9492,100.3543,76.15,93,100,3.98
325,Termiz,UZ,2022-08-03 17:20:04,37.2242,67.2783,88.95,17,0,7.09
326,Port Hardy,CA,2022-08-03 17:21:05,50.6996,-127.4199,57.38,88,100,2.3
327,Cuiluan,CN,2022-08-03 17:20:21,47.72,128.648,67.59,93,37,2.04
328,Katsuura,JP,2022-08-03 17:21:05,35.1333,140.3,80.73,89,97,15.05
329,Charters Towers,AU,2022-08-03 17:21:06,-20.1,146.2667,60.19,98,15,9.19
330,Soyo,AO,2022-08-03 17:21:06,-6.1349,12.3689,70.12,82,25,9.84
331,Tawang,IN,2022-08-03 17:21:07,27.5833,91.8667,58.1,96,100,1.34
332,Sao Mateus Do Sul,BR,2022-08-03 17:20:10,-25.8742,-50.3828,79.18,36,0,4.56
333,Mayo,US,2022-08-03 17:19:05,38.8876,-76.5119,93.31,55,0,9.22
334,Bagula,IN,2022-08-03 17:21:08,23.3167,88.65,79.57,90,88,6.53
335,Kochi,IN,2022-08-03 17:21:08,9.9399,76.2602,76.01,94,100,7.23
336,Ostrovnoy,RU,2022-08-03 17:21:08,68.0531,39.5131,57.99,86,93,11.1
337,Sargatskoye,RU,2022-08-03 17:21:09,55.6101,73.4972,59.63,75,4,6.53
338,Rocha,UY,2022-08-03 17:18:27,-34.4833,-54.3333,61.7,87,97,4.03
339,Waseca,US,2022-08-03 17:20:08,44.0777,-93.5074,82.78,69,0,14.97
340,Pilar,BR,2022-08-03 17:21:10,-9.5972,-35.9567,75.13,96,100,8.16
341,Karanja,IN,2022-08-03 17:21:10,20.4833,77.4833,82.31,77,100,5.26
342,Yarada,IN,2022-08-03 17:21:11,17.65,83.2667,82.72,83,40,2.3
343,Yulara,AU,2022-08-03 17:21:11,-25.2406,130.9889,60.76,41,99,9.01
344,Erdenet,MN,2022-08-03 17:21:12,49.0333,104.0833,55.63,96,52,1.07
345,Barbatesti,RO,2022-08-03 17:21:12,45.1833,24.1167,73.76,47,27,6.35
346,Ambovombe,MG,2022-08-03 17:21:12,-25.1667,46.0833,66.2,75,0,13.89
347,Vardo,NO,2022-08-03 17:21:13,70.3705,31.1107,51.78,93,100,2.3
348,Nizwa,OM,2022-08-03 17:18:59,22.9333,57.5333,95.32,43,25,8.03
349,Bloemfontein,ZA,2022-08-03 17:19:02,-29.1211,26.214,51.28,87,75,2.3
350,Bulaevo,KZ,2022-08-03 17:21:14,54.9056,70.4439,59.79,73,39,7.94
351,Dhidhdhoo,MV,2022-08-03 17:21:14,6.8833,73.1,79.83,78,100,26.69
352,Saskylakh,RU,2022-08-03 17:21:15,71.9167,114.0833,44.02,69,100,8.77
353,Nantucket,US,2022-08-03 17:17:59,41.2835,-70.0995,84.34,77,0,4.61
354,Mirador,BR,2022-08-03 17:21:15,-6.3708,-44.3631,97.07,26,62,8.75
355,Lianran,CN,2022-08-03 17:21:16,24.9227,102.485,64.94,94,33,2.59
356,Boissevain,CA,2022-08-03 17:21:16,49.2306,-100.0559,64.9,60,81,7.67
357,Aginskoye,RU,2022-08-03 17:21:16,51.1,114.53,61.11,97,100,9.31
358,Cintalapa,MX,2022-08-03 17:21:17,16.6951,-93.7272,80.33,65,88,3.42
359,Ancud,CL,2022-08-03 17:19:12,-41.8697,-73.8203,44.22,89,99,17.54
360,Coral Springs,US,2022-08-03 17:17:30,26.2712,-80.2706,92.03,64,20,11.5
361,Palenque,MX,2022-08-03 17:19:23,17.5167,-91.9667,86.16,70,40,11.5
362,Bluffton,US,2022-08-03 17:19:29,32.2371,-80.8604,94.01,67,40,0.0
363,Naze,JP,2022-08-03 17:21:18,28.3667,129.4833,79.72,87,79,6.76
364,Kamenka,RU,2022-08-03 17:21:18,51.3223,42.7678,75.97,52,100,8.23
365,Augusta,DE,2022-08-03 17:19:54,48.3667,10.8833,88.32,29,0,3.44
366,Povenets,RU,2022-08-03 17:21:19,62.8487,34.8262,64.33,63,52,3.18
367,Hereford,GB,2022-08-03 17:21:19,52.0568,-2.7148,75.0,59,4,3.0
368,Sao Miguel,BR,2022-08-03 17:21:20,-5.4667,-35.3667,83.17,67,75,9.8
369,Bereda,ES,2022-08-03 17:21:20,43.2686,-7.5406,70.41,97,67,5.73
370,Encruzilhada Do Sul,BR,2022-08-03 17:21:21,-30.5439,-52.5219,70.47,69,59,5.64
371,Male,MV,2022-08-03 17:22:21,4.1748,73.5089,81.63,78,99,22.64
372,Ambon,ID,2022-08-03 17:22:22,-3.6954,128.1814,75.34,94,40,8.05
373,Banyo,CM,2022-08-03 17:22:22,6.75,11.8167,68.45,91,99,1.3
374,Launceston,AU,2022-08-03 17:22:22,-41.45,147.1667,53.24,90,75,21.85
375,Sosnovskoye,RU,2022-08-03 17:22:23,55.8052,43.167,69.75,66,86,3.24
376,Alghero,IT,2022-08-03 17:22:23,40.5589,8.3181,87.89,62,20,8.05
377,Singaparna,ID,2022-08-03 17:22:24,-7.3515,108.111,71.55,96,100,1.88
378,Campeche,MX,2022-08-03 17:22:24,19.0,-90.5,95.52,37,7,5.32
379,Shingu,JP,2022-08-03 17:22:24,33.7333,135.9833,78.46,87,33,6.08
380,Fairbanks,US,2022-08-03 17:20:02,64.8378,-147.7164,61.09,90,100,5.75
381,Asau,RO,2022-08-03 17:22:26,46.4333,26.4,76.28,63,56,4.36
382,Toora-Khem,RU,2022-08-03 17:22:26,52.4675,96.11,52.79,85,22,3.83
383,San Cristobal,VE,2022-08-03 17:22:27,7.7669,-72.225,73.58,91,100,5.12
384,Puerto Madryn,AR,2022-08-03 17:22:27,-42.7692,-65.0385,51.76,52,88,14.76
385,Namatanai,PG,2022-08-03 17:22:28,-3.6667,152.4333,78.48,83,70,9.4
386,Coquimbo,CL,2022-08-03 17:22:28,-29.9533,-71.3436,56.93,62,100,4.61
387,Buenos Aires,AR,2022-08-03 17:19:22,-34.6132,-58.3772,63.0,93,100,5.75
388,Tecolutla,MX,2022-08-03 17:22:29,20.4833,-97.0167,89.46,59,25,6.38
389,Kharhial,IN,2022-08-03 17:19:17,20.2833,82.7667,82.78,76,100,3.02
390,Marzuq,YE,2022-08-03 17:22:29,14.4,46.4667,83.73,54,100,6.76
391,Banda Aceh,ID,2022-08-03 17:22:30,5.5577,95.3222,78.75,77,100,15.01
392,Maine-Soroa,NE,2022-08-03 17:21:21,13.2114,12.0241,83.34,59,91,10.04
393,Coahuayana,MX,2022-08-03 17:22:30,18.7333,-103.6833,88.95,61,95,2.62
394,Safaga,EG,2022-08-03 17:22:31,26.7292,33.9365,91.35,46,10,7.99
395,Nisporeni,MD,2022-08-03 17:22:31,47.0814,28.1783,76.59,50,82,10.65
396,Halifax,CA,2022-08-03 17:19:06,44.6453,-63.5724,82.53,80,40,10.36
397,Carazinho,BR,2022-08-03 17:21:42,-28.2839,-52.7864,74.64,62,3,11.3
398,Puerto Leguizamo,CO,2022-08-03 17:22:32,-0.1934,-74.7819,86.99,58,60,2.59
399,Owando,CG,2022-08-03 17:22:32,-0.4819,15.8999,83.12,49,82,3.96
400,Pringsewu,ID,2022-08-03 17:22:33,-5.3582,104.9744,73.33,98,84,2.73
401,Te Anau,NZ,2022-08-03 17:22:33,-45.4167,167.7167,43.56,90,100,5.7
402,Acarau,BR,2022-08-03 17:19:18,-2.8856,-40.12,83.46,66,51,17.49
403,Bayan,CN,2022-08-03 17:22:34,46.0833,127.4,71.56,95,22,3.76
404,Nelson Bay,AU,2022-08-03 17:22:35,-32.7167,152.15,63.09,88,46,5.01
405,Tabuk,PH,2022-08-03 17:22:35,17.4189,121.4443,74.23,94,100,1.68
406,Eurajoki,FI,2022-08-03 17:22:36,61.2,21.7333,69.82,75,53,13.0
407,Qaqortoq,GL,2022-08-03 17:22:36,60.7167,-46.0333,52.47,63,100,3.6
408,Igrim,RU,2022-08-03 17:22:37,63.1906,64.4162,64.69,56,11,3.11
409,Diffa,NE,2022-08-03 17:22:37,13.3154,12.6113,84.56,57,92,7.43
410,Machali,CL,2022-08-03 17:22:38,-34.1833,-70.6667,51.08,66,0,5.75
411,Lodja,CD,2022-08-03 17:22:38,-3.4833,23.4333,81.14,48,71,2.48
412,Tual,ID,2022-08-03 17:22:38,-5.6667,132.75,79.61,85,61,15.39
413,Thomaston,US,2022-08-03 17:21:42,32.8882,-84.3266,89.06,59,0,3.44
414,Nalut,LY,2022-08-03 17:23:39,30.3333,10.85,102.92,10,61,14.61
415,Cuamba,MZ,2022-08-03 17:18:46,-14.8031,36.5372,71.49,52,94,4.85
416,Svetlyy,RU,2022-08-03 17:23:40,54.675,20.1347,75.25,48,3,7.65
417,Monrovia,LR,2022-08-03 17:23:40,6.3005,-10.7969,76.77,80,84,13.73
418,Berlevag,NO,2022-08-03 17:23:41,70.8578,29.0864,53.4,93,100,13.8
419,Soto La Marina,MX,2022-08-03 17:23:41,23.7667,-98.2167,93.78,36,45,14.12
420,Jingdezhen,CN,2022-08-03 17:23:41,29.2947,117.2079,82.26,76,6,2.24
421,Sola,VU,2022-08-03 17:23:42,-13.8833,167.55,80.85,75,3,13.15
422,Narsipatnam,IN,2022-08-03 17:23:42,17.6667,82.6167,79.47,84,100,1.28
423,Kovdor,RU,2022-08-03 17:23:43,67.5662,30.4758,59.22,64,54,11.45
424,Huarmey,PE,2022-08-03 17:23:43,-10.0681,-78.1522,67.51,72,40,11.95
425,Nanortalik,GL,2022-08-03 17:23:43,60.1432,-45.2371,51.17,77,100,15.52
426,Gornopravdinsk,RU,2022-08-03 17:23:44,60.05,69.9,60.19,69,16,3.2
427,Mizdah,LY,2022-08-03 17:23:44,31.4451,12.9801,93.04,27,2,15.17
428,Bukachacha,RU,2022-08-03 17:23:45,52.9833,116.9167,65.23,74,100,2.73
429,Lima,PE,2022-08-03 17:23:33,-12.0432,-77.0282,65.89,75,100,4.61
430,Westport,US,2022-08-03 17:23:45,41.1415,-73.3579,89.42,62,0,6.91
431,Grindavik,IS,2022-08-03 17:23:46,63.8424,-22.4338,52.27,58,75,17.27
432,Yukhnov,RU,2022-08-03 17:23:46,54.7444,35.2297,69.55,75,100,2.55
433,Tahe,CN,2022-08-03 17:23:47,52.3333,124.7333,65.93,76,95,2.73
434,Lusambo,CD,2022-08-03 17:23:47,-4.9667,23.45,84.92,33,45,2.08
435,Price,US,2022-08-03 17:23:48,39.5994,-110.8107,85.26,24,0,6.91
436,Leningradskiy,RU,2022-08-03 17:23:48,69.3833,178.4167,41.77,88,100,5.93
437,Odweyne,SO,2022-08-03 17:23:48,9.4092,45.064,80.62,39,86,14.23
438,Itatiaia,BR,2022-08-03 17:23:49,-22.4961,-44.5633,82.47,36,0,5.77
439,Tautira,PF,2022-08-03 17:23:49,-17.7333,-149.15,76.8,80,23,23.31
440,Diu,IN,2022-08-03 17:23:50,20.7141,70.9822,81.86,83,90,9.26
441,Kintampo,GH,2022-08-03 17:23:50,8.0563,-1.7306,79.09,71,96,5.12
442,Etchoropo,MX,2022-08-03 17:23:50,26.7667,-109.6667,92.41,54,35,1.23
443,San Patricio,US,2022-08-03 17:23:51,28.017,-97.5169,95.16,42,36,19.71
444,Majene,ID,2022-08-03 17:23:51,-3.5403,118.9707,76.73,85,28,10.18
445,Dehloran,IR,2022-08-03 17:23:52,32.6941,47.2679,107.96,15,0,6.82
446,Haapiti,PF,2022-08-03 17:23:52,-17.5667,-149.8667,71.33,74,7,22.19
447,Yatou,CN,2022-08-03 17:23:53,37.15,122.3833,77.34,96,5,7.14
448,San Jose,US,2022-08-03 17:23:37,37.3394,-121.895,82.92,62,20,3.44
449,Dunedin,NZ,2022-08-03 17:22:55,-45.8742,170.5036,48.79,70,100,4.0
450,Lugovoy,KZ,2022-08-03 17:23:53,42.9472,72.7644,70.25,64,25,8.95
451,Can,TR,2022-08-03 17:23:54,40.0333,27.0524,76.93,64,0,16.08
452,Santa Rosa,PH,2022-08-03 17:23:54,14.3122,121.1114,83.01,78,100,3.58
453,Hays,US,2022-08-03 17:23:55,30.0502,-98.0336,96.28,49,12,5.01
454,Lata,PT,2022-08-03 17:23:55,40.1629,-8.3327,84.49,51,0,9.1
455,Zambezi,ZM,2022-08-03 17:23:55,-13.5432,23.1047,74.32,26,15,5.35
456,Sisimiut,GL,2022-08-03 17:23:56,66.9395,-53.6735,52.27,62,100,6.29
457,Gravelbourg,CA,2022-08-03 17:23:56,49.8834,-106.5512,66.47,48,53,5.82
458,Ust-Tsilma,RU,2022-08-03 17:23:57,65.441,52.1498,62.67,94,88,4.56
459,Dwarka,IN,2022-08-03 17:23:57,22.2394,68.9678,82.96,76,89,7.65
460,Lazo,RU,2022-08-03 17:23:58,43.3817,133.9014,71.13,97,100,2.37
461,Manta,EC,2022-08-03 17:23:58,-0.95,-80.7333,73.18,88,100,6.91
462,Santa Maria,BR,2022-08-03 17:24:58,-29.6842,-53.8069,69.1,78,75,5.75
463,Pangai,TO,2022-08-03 17:24:59,-19.8,-174.35,77.11,83,20,16.11
464,Searcy,US,2022-08-03 17:24:59,35.2506,-91.7363,86.99,79,100,6.91
465,Lucapa,AO,2022-08-03 17:25:00,-8.4192,20.7447,76.48,46,98,5.12
466,Siderno,IT,2022-08-03 17:25:00,38.2779,16.302,83.66,55,34,3.58
467,Qinggang,CN,2022-08-03 17:25:01,46.6833,126.0833,72.25,76,24,1.43
468,Ulladulla,AU,2022-08-03 17:25:01,-35.35,150.4667,60.58,74,40,8.95
469,Berestechko,UA,2022-08-03 17:25:01,50.3605,25.1107,73.99,61,29,6.8
470,Gondanglegi,ID,2022-08-03 17:24:40,-7.7479,112.0132,74.68,86,95,14.07
471,Ilhabela,BR,2022-08-03 17:25:02,-23.7781,-45.3581,73.85,68,1,4.34
472,Steinbach,DE,2022-08-03 17:25:03,50.1667,8.5667,96.19,22,0,4.61
473,Ormara,PK,2022-08-03 17:25:03,25.2088,64.6357,82.18,87,46,6.85
474,Bambous Virieux,MU,2022-08-03 17:24:54,-20.3428,57.7575,70.05,73,75,9.22
475,Pomabamba,PE,2022-08-03 17:25:04,-8.8333,-77.4667,59.09,51,83,5.39
476,Byron Bay,AU,2022-08-03 17:23:59,-28.65,153.6167,57.94,91,39,9.53
477,Hami,CN,2022-08-03 17:25:02,42.8,93.45,87.15,26,0,9.4
478,Orlik,RU,2022-08-03 17:25:05,52.5178,99.825,53.96,89,87,2.75
479,Nea Playia,GR,2022-08-03 17:25:05,40.2667,23.2,88.88,56,18,5.14
480,Luganville,VU,2022-08-03 17:25:05,-15.5333,167.1667,78.22,84,33,4.76
481,Katima Mulilo,NA,2022-08-03 17:25:06,-17.5,24.2667,72.45,29,0,6.49
482,Longkou,CN,2022-08-03 17:25:06,37.6508,120.3286,80.01,88,2,12.1
483,Murray Bridge,AU,2022-08-03 17:25:07,-35.1167,139.2667,57.13,61,1,18.61
484,Zhigansk,RU,2022-08-03 17:25:07,66.7697,123.3711,47.32,59,100,18.75
485,Kenai,US,2022-08-03 17:20:46,60.5544,-151.2583,58.08,87,0,0.0
486,Seddon,AU,2022-08-03 17:25:08,-37.8068,144.8916,64.15,77,0,8.05
487,Teya,RU,2022-08-03 17:25:08,60.3778,92.6267,50.31,99,100,2.21
488,Fulton,US,2022-08-03 17:25:09,33.7668,-84.4499,87.58,77,0,4.61
489,Narsaq,GL,2022-08-03 17:25:09,60.9167,-46.05,50.22,59,100,5.82
490,Kluczbork,PL,2022-08-03 17:25:10,50.9728,18.2182,82.74,49,6,6.17
491,Sorong,ID,2022-08-03 17:25:10,-0.8833,131.25,77.81,87,100,6.55
492,San Ignacio,BZ,2022-08-03 17:25:10,17.1561,-89.0714,86.14,70,75,0.0
493,Russell,US,2022-08-03 17:25:11,32.3502,-85.1999,83.48,74,75,3.44
494,Puerto Ayacucho,VE,2022-08-03 17:25:11,5.6639,-67.6236,78.53,83,98,5.84
495,Alice Springs,AU,2022-08-03 17:25:12,-23.7,133.8833,74.75,32,75,16.11
496,Fatick,SN,2022-08-03 17:25:12,14.3581,-16.5858,80.94,75,100,9.48
497,Labuan,MY,2022-08-03 17:25:12,5.2767,115.2417,79.16,89,40,2.3
498,Ada,US,2022-08-03 17:24:59,43.4166,-116.1262,83.34,37,7,5.99
499,Camacha,PT,2022-08-03 17:25:13,33.0833,-16.3333,71.02,68,40,16.11
500,Healdsburg,US,2022-08-03 17:25:13,38.6105,-122.8692,93.9,28,89,2.39
501,Monterrey,MX,2022-08-03 17:25:14,25.6667,-100.3167,90.75,56,78,3.0
502,Blackwater,AU,2022-08-03 17:25:14,-23.5833,148.8833,59.02,91,6,8.05
503,Goure,NE,2022-08-03 17:25:15,13.9835,10.2704,87.48,48,88,7.67
504,Muisne,EC,2022-08-03 17:25:15,0.6,-80.0333,75.07,82,100,11.36
505,Aitape,PG,2022-08-03 17:25:16,-3.1374,142.3475,78.04,89,97,7.52
506,Cabanas,CU,2022-08-03 17:25:16,22.9758,-82.9219,88.68,54,12,8.79
507,Newport,GB,2022-08-03 17:25:16,51.5877,-2.9984,74.12,68,0,18.16
508,San Andres,CO,2022-08-03 17:25:17,12.5847,-81.7006,86.02,74,100,18.41
509,Caledon East,CA,2022-08-03 17:25:17,43.8691,-79.8669,83.08,48,96,17.36
510,Gamba,GA,2022-08-03 17:25:28,-2.65,10.0,71.8,83,46,10.16
511,Imbituba,BR,2022-08-03 17:23:29,-28.24,-48.6703,73.85,81,4,18.01
512,Copperas Cove,US,2022-08-03 17:26:18,31.1241,-97.9031,95.36,45,0,16.11
513,Buin,CL,2022-08-03 17:26:19,-33.7333,-70.75,59.43,62,6,4.23
514,Homer,US,2022-08-03 17:24:41,59.6425,-151.5483,55.29,89,0,3.44
515,Gbadolite,CD,2022-08-03 17:26:19,4.2833,21.0167,74.03,91,34,2.44
516,Puerto Del Rosario,ES,2022-08-03 17:26:20,28.5004,-13.8627,78.55,73,20,19.57
517,Tecoanapa,MX,2022-08-03 17:26:20,16.5167,-98.75,85.78,65,17,4.92
518,Illapel,CL,2022-08-03 17:26:20,-31.6308,-71.1653,57.18,73,88,4.79
519,Yurimaguas,PE,2022-08-03 17:26:21,-5.9,-76.0833,87.96,62,20,4.61
520,Ayutla,MX,2022-08-03 17:26:21,20.1167,-104.3333,74.5,69,94,1.03
521,Khabary,RU,2022-08-03 17:26:22,53.6259,79.5345,59.7,60,32,9.6
522,Pinawa,CA,2022-08-03 17:26:22,50.1489,-95.8811,69.12,49,78,12.19
523,Sovetskiy,RU,2022-08-03 17:26:23,61.3614,63.5842,63.99,55,17,5.7
524,Narovchat,RU,2022-08-03 17:26:23,53.8765,43.6946,69.08,70,48,7.78
525,Bonthe,SL,2022-08-03 17:26:23,7.5264,-12.505,78.42,81,91,12.88
526,Miri,MY,2022-08-03 17:26:24,4.4148,114.0089,78.94,100,40,5.75
527,Costinesti,RO,2022-08-03 17:26:24,43.95,28.6333,82.06,54,33,3.0
528,Humaita,BR,2022-08-03 17:26:25,-7.5061,-63.0208,98.29,33,99,2.93
529,Port Macquarie,AU,2022-08-03 17:26:25,-31.4333,152.9167,46.29,100,40,0.0
530,Hastinapur,IN,2022-08-03 17:26:26,29.1667,78.0167,81.34,86,91,5.39
531,Angoche,MZ,2022-08-03 17:26:26,-16.2325,39.9086,73.24,74,49,8.21
532,Tengzhou,CN,2022-08-03 17:26:27,35.0771,117.1518,80.8,89,1,6.29
533,Kamaishi,JP,2022-08-03 17:26:27,39.2667,141.8833,68.63,93,73,7.99
534,Akyab,MM,2022-08-03 17:26:28,20.15,92.9,83.37,81,100,12.75
535,Helong,CN,2022-08-03 17:26:28,42.5397,128.9972,67.73,97,100,3.96
536,Hondo,JP,2022-08-03 17:26:28,32.45,130.2,80.56,89,18,5.08
537,Wodonga,AU,2022-08-03 17:26:29,-36.1167,146.8833,66.2,77,40,18.41
538,Ust-Barguzin,RU,2022-08-03 17:26:29,53.45,108.9833,55.27,88,100,0.85
539,La Union,PE,2022-08-03 17:26:30,-5.4,-80.75,77.11,51,79,6.91
540,Saint George,US,2022-08-03 17:26:30,37.1041,-113.5841,93.63,36,0,3.44
541,Misratah,LY,2022-08-03 17:26:31,32.3754,15.0925,84.49,57,0,11.92
542,Kholtoson,RU,2022-08-03 17:26:31,50.2981,103.3097,55.69,97,68,1.45
543,General Bravo,MX,2022-08-03 17:26:31,25.8,-99.1667,97.84,27,7,19.95
544,Lichuan,CN,2022-08-03 17:26:32,30.3,108.85,67.17,90,3,2.86
545,San Vicente,AR,2022-08-03 17:26:32,-26.6167,-54.1333,83.01,32,0,8.05
546,Erenhot,CN,2022-08-03 17:26:33,43.6475,111.9767,82.09,52,78,7.49
547,Kirakira,SB,2022-08-03 17:25:06,-10.4544,161.9205,78.03,86,13,9.19
548,Champawat,IN,2022-08-03 17:26:33,29.3333,80.1,64.83,97,86,1.19
549,Culpeper,US,2022-08-03 17:26:34,38.5004,-77.9664,90.75,58,40,5.75
550,Nsanje,MW,2022-08-03 17:26:34,-16.92,35.262,73.29,57,78,5.32
551,Lasa,IT,2022-08-03 17:26:35,46.6166,10.7002,78.69,65,48,3.2
552,Anaconda,US,2022-08-03 17:26:35,46.1285,-112.9423,77.99,19,2,14.43
553,Mezen,RU,2022-08-03 17:26:35,65.8522,44.24,62.08,63,71,9.44
554,Talaya,RU,2022-08-03 17:24:02,61.3833,152.75,56.98,85,100,6.67
555,Taitung,TW,2022-08-03 17:26:36,22.7583,121.1444,79.68,80,100,4.34
556,Manoel Urbano,BR,2022-08-03 17:27:36,-8.8389,-69.2597,94.98,38,45,2.8
557,Sorland,NO,2022-08-03 17:27:37,67.667,12.6934,57.06,85,100,4.34
558,Banes,CU,2022-08-03 17:27:37,20.9625,-75.7186,86.56,59,15,13.33
559,Quatre Cocos,MU,2022-08-03 17:24:55,-20.2078,57.7625,69.91,70,33,12.95
560,Siocon,PH,2022-08-03 17:27:38,7.7061,122.1353,78.08,90,100,3.78
